time,open,high,low,close,volume
2016-01-05 18:00:00,51610.0,51610.0,51585.0,51585.0,5.630082369999999
2016-01-05 19:00:00,51585.0,51713.0,51410.0,51620.0,45.78978004
2016-01-05 20:00:00,51600.0,51600.0,51338.0,51350.0,21.379000100000006
2016-01-05 21:00:00,51338.0,51391.0,51170.0,51170.0,44.105000000000004
2016-01-05 22:00:00,51110.0,51650.0,51100.0,51590.0,38.29339999999999
2016-01-05 23:00:00,51580.0,51600.0,51516.0,51560.0,18.0013998
2016-01-06 00:00:00,51560.0,51666.0,51560.0,51666.0,30.364977630000002
2016-01-06 01:00:00,51700.0,51720.0,51560.0,51560.0,23.609999999999992
2016-01-06 02:00:00,51480.0,51503.0,51459.0,51459.0,4.44893858
2016-01-06 07:00:00,51530.0,51550.0,51530.0,51550.0,5.0880498
2016-01-06 08:00:00,51550.0,51810.0,51540.0,51610.0,20.746900499999995
2016-01-06 09:00:00,51400.0,51450.0,51360.0,51415.0,15.4517525
2016-01-06 10:00:00,51410.0,51489.0,51370.0,51413.0,29.227176880000002
2016-01-06 11:00:00,51410.0,51520.0,51150.0,51160.0,49.19577209
2016-01-06 12:00:00,51100.0,51100.0,50650.0,50770.0,53.71300036
2016-01-06 13:00:00,50867.0,51120.0,50803.0,51084.0,26.562999429999998
2016-01-06 14:00:00,51160.0,51163.0,51083.0,51083.0,11.543000399999999
2016-01-06 15:00:00,51083.0,51260.0,51083.0,51260.0,3.51352765
2016-01-06 16:00:00,51230.0,51277.0,51220.0,51248.0,22.226000000000003
2016-01-06 17:00:00,51130.0,51198.0,51046.0,51198.0,19.264000199999998
2016-01-06 18:00:00,51190.0,51190.0,51100.0,51150.0,4.452999999999999
2016-01-06 19:00:00,51140.0,51260.0,51100.0,51110.0,31.623999599999998
2016-01-06 20:00:00,51130.0,51160.0,51040.0,51040.0,6.95999966
2016-01-06 21:00:00,51231.0,51270.0,51210.0,51240.0,9.592299999999998
2016-01-06 22:00:00,51180.0,51180.0,51026.0,51100.0,12.56441734
2016-01-06 23:00:00,51077.0,51122.0,51032.0,51122.0,7.156999999999999
2016-01-07 00:00:00,51250.0,51360.0,51241.0,51243.0,11.479000000000001
2016-01-07 03:00:00,51320.0,51330.0,51300.0,51300.0,4.15106887
2016-01-07 04:00:00,51270.0,51280.0,51260.0,51260.0,9.92
2016-01-07 05:00:00,51240.0,51288.0,51231.0,51276.0,10.61
2016-01-07 08:00:00,51350.0,51452.0,51306.0,51306.0,32.403000000000006
2016-01-07 09:00:00,51220.0,51244.0,51150.0,51210.0,7.2758
2016-01-07 10:00:00,51247.0,51247.0,51050.0,51050.0,38.657533640000004
2016-01-07 11:00:00,51050.0,52410.0,50952.0,52410.0,342.31195544999997
2016-01-07 12:00:00,52490.0,52530.0,52200.0,52214.0,66.949
2016-01-07 13:00:00,52250.0,52269.0,51601.0,51601.0,30.534000000000002
2016-01-07 14:00:00,51760.0,52196.0,51760.0,52150.0,45.71361154000001
2016-01-07 15:00:00,52215.0,53320.0,52201.0,53222.0,136.22147051000005
2016-01-07 16:00:00,53222.0,53430.0,53110.0,53151.0,81.53999999999999
2016-01-07 17:00:00,53250.0,53480.0,53055.0,53096.0,60.004000000000005
2016-01-07 18:00:00,52996.0,53017.0,52810.0,53017.0,38.668000199999994
2016-01-07 19:00:00,53133.0,53140.0,53090.0,53124.0,16.099999899999997
2016-01-07 20:00:00,53076.0,53270.0,53071.0,53270.0,22.16142992
2016-01-07 21:00:00,53144.0,53810.0,53144.0,53560.0,141.74251155000002
2016-01-07 22:00:00,53532.0,53532.0,53379.0,53379.0,32.92358308
2016-01-07 23:00:00,53379.0,53430.0,53090.0,53329.0,41.03985917999999
2016-01-08 00:00:00,53531.0,53701.0,53531.0,53642.0,2.41
2016-01-08 01:00:00,53642.0,53642.0,53630.0,53630.0,1.0
2016-01-08 03:00:00,53598.0,53740.0,53598.0,53740.0,12.439098529999999
2016-01-08 06:00:00,53650.0,53650.0,53540.0,53580.0,11.314
2016-01-08 07:00:00,53587.0,53721.0,53580.0,53711.0,13.873999999999999
2016-01-08 08:00:00,53692.0,54128.0,53692.0,54128.0,10.94199995
2016-01-08 09:00:00,54000.0,54578.0,54000.0,54350.0,56.126958619999996
2016-01-08 10:00:00,54407.0,54720.0,53682.0,54109.0,56.59572960999999
2016-01-08 11:00:00,54109.0,54343.0,53810.0,54011.0,6.620801719999999
2016-01-08 12:00:00,54191.0,54750.0,54190.0,54706.0,16.010923029999997
2016-01-08 13:00:00,54512.0,54516.0,54021.0,54041.0,10.724999999999998
2016-01-08 14:00:00,54050.0,54141.0,54000.0,54081.0,18.484
2016-01-08 15:00:00,54160.0,54270.0,54011.0,54011.0,18.17453339
2016-01-08 16:00:00,54001.0,54001.0,53586.0,53599.0,14.62604564
2016-01-08 17:00:00,53601.0,53973.0,53460.0,53973.0,26.8040002
2016-01-08 18:00:00,53973.0,54231.0,53973.0,54140.0,29.257387139999995
2016-01-08 19:00:00,54140.0,54213.0,53914.0,53994.0,5.43267855
2016-01-08 20:00:00,53722.0,53771.0,53670.0,53709.0,14.848700000000001
2016-01-08 21:00:00,53719.0,53969.0,53716.0,53910.0,21.24138933
2016-01-08 22:00:00,53950.0,54010.0,53830.0,54010.0,20.96370465
2016-01-08 23:00:00,53971.0,54085.0,53970.0,54085.0,5.77764555
2016-01-09 00:00:00,54093.0,54093.0,53690.0,53690.0,7.170999999999999
2016-01-09 01:00:00,53810.0,53879.0,53639.0,53680.0,21.612961210000012
2016-01-09 02:00:00,53528.0,53528.0,53130.0,53136.0,7.2669999999999995
2016-01-09 03:00:00,53000.0,53182.0,52890.0,53182.0,13.716999779999998
2016-01-09 04:00:00,53267.0,53267.0,53187.0,53187.0,15.99999941
2016-01-09 05:00:00,53477.0,53530.0,53331.0,53393.0,12.7089996
2016-01-09 06:00:00,53396.0,53650.0,53395.0,53528.0,33.06399999999999
2016-01-09 07:00:00,53529.0,53960.0,53476.0,53760.0,14.992510820000001
2016-01-09 08:00:00,53965.0,53965.0,53790.0,53821.0,2.3526237300000004
2016-01-09 09:00:00,53798.0,53798.0,53630.0,53630.0,14.925999999999998
2016-01-09 10:00:00,53365.0,53365.0,53240.0,53240.0,6.6738693200000005
2016-01-09 11:00:00,53199.0,53259.0,53086.0,53231.0,49.796866380000004
2016-01-09 12:00:00,53240.0,53380.0,53140.0,53150.0,4.70735913
2016-01-09 13:00:00,53160.0,53195.0,52580.0,52950.0,38.05218502
2016-01-09 14:00:00,52938.0,53044.0,52746.0,52747.0,10.404721389999997
2016-01-09 15:00:00,52793.0,52878.0,52750.0,52790.0,40.66900000000001
2016-01-09 16:00:00,52790.0,53010.0,52790.0,53010.0,5.97400015
2016-01-09 17:00:00,53064.0,53262.0,53060.0,53171.0,25.972
2016-01-09 18:00:00,53044.0,53099.0,52957.0,52999.0,35.80245134
2016-01-09 19:00:00,52990.0,53108.0,52861.0,52908.0,17.835869919999997
2016-01-09 20:00:00,52863.0,52990.0,52750.0,52985.0,18.206999999999997
2016-01-09 21:00:00,52973.0,52989.0,52839.0,52981.0,22.538000000000004
2016-01-09 22:00:00,52972.0,52972.0,52769.0,52799.0,21.75515514
2016-01-09 23:00:00,52800.0,52800.0,52660.0,52661.0,19.712741039999997
2016-01-10 00:00:00,52640.0,52939.0,52640.0,52939.0,34.56309867
2016-01-10 01:00:00,52990.0,53149.0,52990.0,53132.0,25.048702310000003
2016-01-10 02:00:00,53127.0,53127.0,53020.0,53031.0,10.48346581
2016-01-10 03:00:00,53037.0,53150.0,53037.0,53112.0,10.85400005
2016-01-10 04:00:00,53114.0,53190.0,53114.0,53160.0,22.019264839999998
2016-01-10 05:00:00,53150.0,53209.0,53000.0,53000.0,29.12251474
2016-01-10 06:00:00,53001.0,53240.0,52929.0,53240.0,67.20459309
2016-01-10 07:00:00,53221.0,53221.0,52991.0,53019.0,42.191366460000005
2016-01-10 08:00:00,52992.0,53000.0,52769.0,52811.0,67.82682984000002
2016-01-10 09:00:00,52861.0,52929.0,52400.0,52419.0,139.80273562000002
2016-01-10 10:00:00,52420.0,52460.0,52249.0,52338.0,131.73313032000001
2016-01-10 11:00:00,52348.0,52431.0,52250.0,52431.0,52.47517164
2016-01-10 12:00:00,52451.0,52500.0,52379.0,52379.0,14.10239194
2016-01-10 13:00:00,52400.0,52507.0,52400.0,52507.0,2.20428657
2016-01-10 14:00:00,52530.0,52539.0,52381.0,52381.0,7.39937903
2016-01-10 15:00:00,52350.0,52460.0,52308.0,52460.0,5.973538530000001
2016-01-10 16:00:00,52472.0,52500.0,52400.0,52403.0,12.131
2016-01-10 17:00:00,52371.0,52371.0,52200.0,52210.0,7.601726739999999
2016-01-10 18:00:00,52221.0,52221.0,52060.0,52073.0,11.29550162
2016-01-10 19:00:00,52142.0,52210.0,52061.0,52061.0,9.068011199999999
2016-01-10 20:00:00,52062.0,52062.0,51867.0,51989.0,21.608261610000003
2016-01-10 21:00:00,52002.0,52236.0,51976.0,52203.0,58.74895812
2016-01-10 22:00:00,52204.0,52246.0,52203.0,52233.0,11.593095759999999
2016-01-10 23:00:00,52205.0,52207.0,51930.0,52038.0,50.690467309999995
2016-01-11 00:00:00,52051.0,52251.0,52040.0,52201.0,23.38377331
2016-01-11 01:00:00,52169.0,52461.0,52169.0,52460.0,12.809713330000001
2016-01-11 02:00:00,52529.0,52529.0,52409.0,52500.0,16.215987419999998
2016-01-11 03:00:00,52549.0,52557.0,52481.0,52549.0,9.43327612
2016-01-11 04:00:00,52591.0,52591.0,52430.0,52433.0,40.96295624
2016-01-11 05:00:00,52467.0,52472.0,52313.0,52374.0,4.19322073
2016-01-11 06:00:00,52375.0,52375.0,52374.0,52375.0,5.9808787699999995
2016-01-11 07:00:00,52492.0,52520.0,52380.0,52519.0,32.34852480000001
2016-01-11 08:00:00,52510.0,52718.0,52490.0,52710.0,80.41795719999999
2016-01-11 09:00:00,52657.0,52879.0,52450.0,52679.0,61.88152029000001
2016-01-11 10:00:00,52679.0,52930.0,52679.0,52849.0,55.84598310999998
2016-01-11 11:00:00,52870.0,52950.0,52780.0,52935.0,63.127789369999995
2016-01-11 12:00:00,52949.0,52950.0,52809.0,52888.0,50.67704753
2016-01-11 13:00:00,52888.0,52889.0,52830.0,52830.0,55.456756549999994
2016-01-11 14:00:00,52830.0,52888.0,52804.0,52814.0,34.48996124000001
2016-01-11 15:00:00,52814.0,52825.0,52304.0,52308.0,110.28776169
2016-01-11 16:00:00,52308.0,52341.0,52039.0,52266.0,172.67235689999995
2016-01-11 17:00:00,52286.0,52350.0,52226.0,52343.0,102.54112468000001
2016-01-11 18:00:00,52340.0,52466.0,52332.0,52372.0,17.33853108
2016-01-11 19:00:00,52497.0,52501.0,52441.0,52479.0,19.25131183
2016-01-11 20:00:00,52491.0,52570.0,52443.0,52443.0,63.99127235
2016-01-11 21:00:00,52445.0,52580.0,52443.0,52575.0,37.55782059999999
2016-01-11 22:00:00,52572.0,52729.0,52572.0,52656.0,62.42046628000001
2016-01-11 23:00:00,52656.0,52762.0,52651.0,52654.0,48.76018234999998
2016-01-12 00:00:00,52652.0,52671.0,52540.0,52671.0,50.346538679999995
2016-01-12 01:00:00,52661.0,52948.0,52660.0,52899.0,28.64582048
2016-01-12 02:00:00,52899.0,52900.0,52702.0,52741.0,34.871157929999995
2016-01-12 03:00:00,52763.0,52764.0,52651.0,52699.0,24.394743799999997
2016-01-12 04:00:00,52699.0,52710.0,52601.0,52649.0,51.40708385
2016-01-12 05:00:00,52684.0,52763.0,52684.0,52760.0,14.309727070000001
2016-01-12 06:00:00,52761.0,52887.0,52761.0,52886.0,0.8238869799999999
2016-01-12 07:00:00,52866.0,52893.0,52791.0,52846.0,27.40535034
2016-01-12 08:00:00,52818.0,52908.0,52816.0,52871.0,17.06359531
2016-01-12 09:00:00,52889.0,52889.0,52510.0,52556.0,49.04337948999999
2016-01-12 10:00:00,52556.0,52576.0,52423.0,52423.0,24.15602832
2016-01-12 11:00:00,52475.0,52750.0,52467.0,52697.0,20.32258191
2016-01-12 12:00:00,52697.0,52777.0,52677.0,52704.0,37.952295789999994
2016-01-12 13:00:00,52670.0,52711.0,52670.0,52711.0,9.34894687
2016-01-12 14:00:00,52704.0,52749.0,52630.0,52632.0,51.48562216999999
2016-01-12 15:00:00,52633.0,52633.0,52526.0,52612.0,47.019103009999995
2016-01-12 16:00:00,52610.0,52780.0,52565.0,52630.0,54.87686321
2016-01-12 17:00:00,52623.0,52623.0,52447.0,52450.0,31.865618240000003
2016-01-12 18:00:00,52440.0,52537.0,52401.0,52525.0,58.537873659999995
2016-01-12 19:00:00,52524.0,52673.0,52524.0,52667.0,39.555052700000005
2016-01-12 20:00:00,52633.0,52644.0,52433.0,52545.0,96.57857360000001
2016-01-12 21:00:00,52599.0,52611.0,52546.0,52587.0,49.14813021999999
2016-01-12 22:00:00,52589.0,52780.0,52589.0,52717.0,83.89739351000001
2016-01-12 23:00:00,52710.0,52710.0,52536.0,52536.0,56.575146459999985
2016-01-13 00:00:00,52536.0,52618.0,52520.0,52595.0,76.53510005000001
2016-01-13 01:00:00,52630.0,52717.0,52630.0,52717.0,14.778343679999999
2016-01-13 02:00:00,52749.0,52749.0,52594.0,52594.0,30.154143960000006
2016-01-13 03:00:00,52592.0,52627.0,52588.0,52625.0,19.965963500000004
2016-01-13 04:00:00,52600.0,52659.0,52555.0,52605.0,46.96349999999998
2016-01-13 05:00:00,52601.0,52641.0,52566.0,52593.0,10.984000100000001
2016-01-13 06:00:00,52573.0,52573.0,52536.0,52555.0,31.215633069999996
2016-01-13 07:00:00,52555.0,52663.0,52555.0,52590.0,65.88651601
2016-01-13 08:00:00,52532.0,52532.0,51000.0,51000.0,75.81594736
2016-01-13 09:00:00,51002.0,51425.0,50100.0,50131.0,548.00743137
2016-01-13 10:00:00,50400.0,51251.0,50228.0,51251.0,158.82126103000002
2016-01-13 11:00:00,51251.0,51342.0,51191.0,51296.0,139.29941164999997
2016-01-13 12:00:00,51205.0,51332.0,51020.0,51313.0,28.572127879999996
2016-01-13 13:00:00,51310.0,51509.0,51227.0,51267.0,168.90497746
2016-01-13 14:00:00,51267.0,51293.0,51134.0,51270.0,80.14868825
2016-01-13 15:00:00,51264.0,51264.0,51020.0,51203.0,56.525116929999996
2016-01-13 16:00:00,51235.0,51325.0,51224.0,51224.0,38.19910182
2016-01-13 17:00:00,51231.0,51238.0,51171.0,51200.0,54.93513752999999
2016-01-13 18:00:00,51194.0,51196.0,51103.0,51103.0,50.44851386000001
2016-01-13 19:00:00,51106.0,51111.0,50920.0,50929.0,100.86535523
2016-01-13 20:00:00,50939.0,50960.0,50840.0,50887.0,88.10112946999999
2016-01-13 21:00:00,50887.0,50911.0,50800.0,50800.0,127.81656626
2016-01-13 22:00:00,50805.0,51163.0,50500.0,51002.0,156.79855156
2016-01-13 23:00:00,51079.0,51117.0,50985.0,50988.0,77.38050292
2016-01-14 00:00:00,50997.0,51061.0,50997.0,51031.0,38.350253149999986
2016-01-14 01:00:00,51034.0,51045.0,51023.0,51029.0,5.741111079999999
2016-01-14 02:00:00,51023.0,51045.0,51023.0,51035.0,12.122161060000002
2016-01-14 03:00:00,51036.0,51036.0,50936.0,50945.0,24.487754100000004
2016-01-14 04:00:00,50933.0,50953.0,50902.0,50943.0,4.892444599999999
2016-01-14 05:00:00,50926.0,50936.0,50861.0,50880.0,15.29064076
2016-01-14 06:00:00,50856.0,50859.0,50819.0,50829.0,4.9469003
2016-01-14 07:00:00,50809.0,51420.0,50809.0,51291.0,33.375080430000004
2016-01-14 08:00:00,51281.0,51281.0,51122.0,51184.0,39.71233311
2016-01-14 09:00:00,51153.0,51153.0,51000.0,51009.0,109.14807076999999
2016-01-14 10:00:00,51009.0,51009.0,50986.0,50988.0,53.66033631
2016-01-14 11:00:00,50988.0,51166.0,50972.0,51158.0,73.51004729
2016-01-14 12:00:00,51161.0,51200.0,51085.0,51091.0,66.59079483000001
2016-01-14 13:00:00,51089.0,51097.0,51065.0,51067.0,34.120002330000005
2016-01-14 14:00:00,51067.0,51067.0,50974.0,50989.0,88.38517508000001
2016-01-14 15:00:00,50970.0,50983.0,50730.0,50860.0,126.26206195
2016-01-14 16:00:00,50859.0,51096.0,50762.0,51096.0,485.91174305999994
2016-01-14 17:00:00,51065.0,51194.0,50990.0,51052.0,105.65877654
2016-01-14 18:00:00,51054.0,51104.0,50978.0,51042.0,159.95768134000002
2016-01-14 19:00:00,51030.0,51081.0,50746.0,50888.0,122.13599656000001
2016-01-14 20:00:00,50898.0,50898.0,50740.0,50813.0,176.50684693999992
2016-01-14 21:00:00,50812.0,51081.0,50744.0,51074.0,293.8993910300001
2016-01-14 22:00:00,51074.0,51187.0,51069.0,51180.0,229.94638602
2016-01-14 23:00:00,51179.0,51210.0,51109.0,51110.0,233.04149998
2016-01-15 00:00:00,51117.0,51220.0,51070.0,51192.0,307.94033834
2016-01-15 01:00:00,51220.0,51230.0,51150.0,51230.0,109.72497040000003
2016-01-15 02:00:00,51229.0,51402.0,51221.0,51387.0,206.41436558000004
2016-01-15 03:00:00,51391.0,51422.0,51339.0,51379.0,44.37925692
2016-01-15 04:00:00,51402.0,51770.0,51400.0,51472.0,106.19513889000001
2016-01-15 05:00:00,51470.0,51493.0,51412.0,51412.0,12.540404100000002
2016-01-15 06:00:00,51444.0,51447.0,51400.0,51443.0,2.59654862
2016-01-15 07:00:00,51383.0,51383.0,51050.0,51055.0,134.84598334999998
2016-01-15 08:00:00,51105.0,51105.0,50900.0,51015.0,117.81970500000001
2016-01-15 09:00:00,51008.0,51031.0,50878.0,50983.0,78.62213166000001
2016-01-15 10:00:00,50954.0,51001.0,50198.0,50378.0,189.90216188
2016-01-15 11:00:00,50379.0,50691.0,50329.0,50550.0,172.05195826999994
2016-01-15 12:00:00,50549.0,50549.0,49550.0,49700.0,506.3606951400001
2016-01-15 13:00:00,49685.0,49705.0,49190.0,49617.0,261.4200145499999
2016-01-15 14:00:00,49602.0,49632.0,49250.0,49460.0,134.46475096000003
2016-01-15 15:00:00,49496.0,49523.0,49203.0,49208.0,268.12767723
2016-01-15 16:00:00,49209.0,49260.0,48500.0,48641.0,393.97210121000006
2016-01-15 17:00:00,48642.0,48763.0,47650.0,48114.0,767.8670268100002
2016-01-15 18:00:00,48162.0,48400.0,48157.0,48157.0,52.16187424999999
2016-01-15 19:00:00,48150.0,48155.0,47871.0,48100.0,70.87015352
2016-01-15 20:00:00,48054.0,48100.0,46800.0,47244.0,242.33602132999997
2016-01-15 21:00:00,47222.0,47678.0,46740.0,47678.0,253.48027661999998
2016-01-15 22:00:00,47450.0,47459.0,44994.0,45877.0,418.92264488999984
2016-01-15 23:00:00,45780.0,46180.0,45001.0,45670.0,228.64430877
2016-01-16 00:00:00,45730.0,46400.0,45640.0,46353.0,383.73461252999994
2016-01-16 01:00:00,46370.0,46720.0,46300.0,46434.0,178.06466610000004
2016-01-16 02:00:00,46340.0,46408.0,46100.0,46168.0,220.79731548
2016-01-16 03:00:00,46164.0,46284.0,46100.0,46206.0,136.36715972999997
2016-01-16 04:00:00,46142.0,46269.0,46050.0,46234.0,37.430630359999995
2016-01-16 05:00:00,46225.0,46430.0,46200.0,46341.0,57.99716025000001
